y,Company,ReviewDate,CocoaPercent,CompanyLocation,BeanType,BeanOrigin
1.5,41.0,2009.0,100.0,14.0,8.0,19.0
3.75,87.0,2013.0,70.0,46.0,8.0,46.0
3.25,49.0,2014.0,72.0,56.0,11.0,60.0
2.75,337.0,2015.0,72.0,2.0,12.0,3.0
4.0,239.0,2013.0,68.0,2.0,11.0,37.0
3.25,106.0,2016.0,85.0,56.0,8.0,19.0
3.5,174.0,2016.0,74.0,56.0,1.0,12.0
3.0,40.0,2006.0,75.0,18.0,12.0,54.0
3.25,363.0,2012.0,67.0,56.0,12.0,3.0
4.0,159.0,2015.0,70.0,19.0,8.0,23.0
3.25,26.0,2017.0,72.0,55.0,12.0,38.0
3.0,13.0,2015.0,64.0,7.0,11.0,2.0
4.0,379.0,2007.0,64.0,18.0,6.0,37.0
3.0,371.0,2012.0,77.0,56.0,6.0,3.0
3.0,359.0,2013.0,70.0,56.0,12.0,46.0
3.25,345.0,2017.0,77.0,7.0,12.0,45.0
3.75,181.0,2011.0,72.0,54.0,6.0,67.0
3.5,159.0,2015.0,70.0,19.0,11.0,16.0
4.0,379.0,2011.0,64.0,18.0,6.0,67.0
3.5,180.0,2015.0,70.0,7.0,11.0,68.0
3.5,30.0,2016.0,83.0,19.0,11.0,2.0
3.75,19.0,2010.0,72.0,55.0,11.0,34.0
3.5,69.0,2014.0,72.0,56.0,6.0,9.0
3.75,277.0,2015.0,70.0,46.0,8.0,10.0
2.5,312.0,2012.0,70.0,41.0,6.0,63.0
3.75,337.0,2016.0,70.0,2.0,6.0,67.0
2.5,90.0,2007.0,71.0,50.0,11.0,25.0
3.5,185.0,2014.0,72.0,56.0,11.0,37.0
3.5,50.0,2013.0,100.0,29.0,12.0,19.0
3.25,40.0,2013.0,75.0,18.0,12.0,22.0
3.25,351.0,2011.0,72.0,54.0,12.0,31.0
2.0,142.0,2009.0,65.0,56.0,12.0,12.0
3.75,103.0,2009.0,70.0,19.0,6.0,67.0
2.75,363.0,2012.0,70.0,56.0,12.0,37.0
3.75,364.0,2015.0,70.0,56.0,11.0,2.0
3.75,337.0,2015.0,67.0,2.0,12.0,57.0
4.0,343.0,2013.0,67.0,7.0,12.0,46.0
3.5,335.0,2016.0,73.0,7.0,12.0,57.0
2.25,268.0,2015.0,72.0,56.0,6.0,67.0
2.75,349.0,2012.0,75.0,56.0,12.0,47.0
2.75,242.0,2014.0,70.0,56.0,12.0,67.0
4.0,125.0,2007.0,70.0,29.0,8.0,19.0
3.5,75.0,2014.0,70.0,56.0,12.0,12.0
3.5,230.0,2016.0,70.0,41.0,12.0,46.0
3.5,18.0,2015.0,70.0,56.0,12.0,16.0
2.75,114.0,2013.0,70.0,56.0,12.0,67.0
4.0,40.0,2006.0,75.0,18.0,6.0,67.0
2.75,46.0,2014.0,68.0,2.0,11.0,60.0
3.5,230.0,2012.0,70.0,41.0,8.0,23.0
3.5,160.0,2016.0,70.0,56.0,12.0,2.0
3.75,343.0,2010.0,70.0,7.0,11.0,14.0
2.75,340.0,2016.0,85.0,55.0,12.0,16.0
3.25,23.0,2012.0,70.0,56.0,12.0,18.0
3.5,301.0,2011.0,70.0,56.0,12.0,4.0
3.25,105.0,2012.0,64.0,2.0,11.0,64.0
3.75,383.0,2013.0,90.0,56.0,12.0,8.0
3.25,41.0,2009.0,77.0,14.0,8.0,19.0
3.75,337.0,2016.0,70.0,2.0,12.0,2.0
3.25,399.0,2012.0,68.0,3.0,8.0,10.0
4.0,130.0,2015.0,70.0,56.0,12.0,19.0
3.0,371.0,2011.0,74.0,56.0,12.0,18.0
3.5,130.0,2015.0,70.0,56.0,8.0,46.0
2.5,329.0,2011.0,73.0,56.0,12.0,29.0
3.75,23.0,2012.0,70.0,56.0,11.0,37.0
3.25,316.0,2013.0,68.0,32.0,11.0,37.0
3.5,399.0,2012.0,72.0,3.0,12.0,44.0
3.25,344.0,2014.0,70.0,56.0,12.0,41.0
3.75,343.0,2009.0,70.0,7.0,6.0,37.0
3.5,67.0,2015.0,72.0,10.0,12.0,27.0
3.25,103.0,2010.0,72.0,19.0,6.0,67.0
3.25,335.0,2015.0,73.0,7.0,12.0,27.0
3.0,355.0,2016.0,60.0,57.0,12.0,67.0
3.0,394.0,2013.0,66.0,13.0,12.0,18.0
3.5,39.0,2012.0,70.0,56.0,12.0,27.0
4.0,219.0,2008.0,63.0,32.0,11.0,37.0
3.0,302.0,2006.0,75.0,18.0,11.0,13.0
3.25,198.0,2014.0,72.0,56.0,11.0,37.0
4.0,23.0,2014.0,70.0,56.0,8.0,46.0
3.0,302.0,2006.0,75.0,18.0,11.0,64.0
3.0,168.0,2014.0,80.0,7.0,12.0,63.0
2.75,151.0,2016.0,70.0,47.0,12.0,37.0
3.5,54.0,2014.0,70.0,9.0,12.0,9.0
3.5,54.0,2014.0,64.0,9.0,12.0,9.0
2.75,24.0,2012.0,80.0,59.0,12.0,12.0
3.25,396.0,2015.0,70.0,56.0,12.0,16.0
3.25,203.0,2013.0,56.0,18.0,12.0,19.0
3.0,279.0,2015.0,70.0,56.0,12.0,57.0
1.0,267.0,2007.0,73.0,4.0,12.0,63.0
3.0,30.0,2016.0,78.0,19.0,11.0,2.0
3.25,132.0,2014.0,70.0,7.0,12.0,46.0
2.75,400.0,2015.0,57.0,56.0,8.0,62.0
3.75,343.0,2012.0,70.0,7.0,11.0,67.0
3.25,201.0,2012.0,74.0,56.0,12.0,46.0
3.5,156.0,2013.0,70.0,12.0,12.0,41.0
2.75,179.0,2013.0,100.0,55.0,12.0,46.0
2.75,351.0,2012.0,68.0,54.0,11.0,4.0
3.5,154.0,2012.0,61.0,56.0,12.0,46.0
3.0,238.0,2011.0,76.0,56.0,11.0,67.0
3.0,179.0,2008.0,72.0,55.0,12.0,55.0
3.25,198.0,2014.0,90.0,56.0,11.0,2.0
3.75,155.0,2013.0,72.0,56.0,12.0,18.0
3.75,335.0,2014.0,67.0,7.0,11.0,37.0
2.75,111.0,2013.0,70.0,56.0,12.0,67.0
2.75,6.0,2010.0,75.0,54.0,8.0,4.0
3.75,57.0,2010.0,71.0,50.0,12.0,19.0
2.0,326.0,2006.0,68.0,56.0,3.0,23.0
3.5,16.0,2016.0,75.0,56.0,12.0,3.0
4.0,343.0,2012.0,70.0,7.0,3.0,24.0
3.75,121.0,2015.0,70.0,56.0,12.0,3.0
4.0,294.0,2013.0,67.0,56.0,12.0,46.0
3.5,127.0,2011.0,71.0,55.0,12.0,67.0
3.0,399.0,2011.0,65.0,3.0,8.0,10.0
3.5,14.0,2007.0,70.0,29.0,11.0,25.0
3.25,1.0,2013.0,75.0,6.0,8.0,4.0
3.0,9.0,2013.0,60.0,56.0,12.0,3.0
3.5,343.0,2015.0,70.0,7.0,6.0,67.0
3.0,199.0,2014.0,72.5,56.0,11.0,37.0
3.0,335.0,2015.0,73.0,7.0,12.0,27.0
3.0,0.0,2013.0,70.0,18.0,12.0,5.0
3.5,392.0,2016.0,76.0,56.0,12.0,3.0
3.5,352.0,2014.0,84.0,56.0,12.0,19.0
2.75,305.0,2013.0,55.0,6.0,12.0,4.0
2.75,220.0,2010.0,72.0,56.0,12.0,40.0
3.75,206.0,2015.0,75.0,18.0,11.0,68.0
3.5,248.0,2015.0,70.0,56.0,12.0,41.0
4.0,157.0,2016.0,74.0,56.0,1.0,12.0
3.25,343.0,2014.0,70.0,7.0,11.0,41.0
2.5,19.0,2009.0,75.0,55.0,6.0,67.0
3.25,21.0,2015.0,80.0,2.0,12.0,63.0
3.0,53.0,2010.0,70.0,18.0,12.0,18.0
2.5,238.0,2012.0,72.0,56.0,11.0,63.0
2.75,17.0,2014.0,75.0,18.0,12.0,19.0
3.0,103.0,2008.0,72.0,19.0,6.0,40.0
3.0,401.0,2015.0,70.0,56.0,12.0,67.0
3.25,233.0,2016.0,75.0,7.0,12.0,63.0
4.0,125.0,2007.0,70.0,29.0,6.0,67.0
3.75,18.0,2016.0,70.0,56.0,12.0,57.0
2.75,10.0,2008.0,70.0,56.0,12.0,32.0
2.75,355.0,2016.0,70.0,57.0,12.0,67.0
4.0,343.0,2016.0,70.0,7.0,11.0,68.0
5.0,14.0,2006.0,70.0,29.0,3.0,63.0
2.5,120.0,2016.0,72.0,7.0,12.0,57.0
3.5,43.0,2016.0,70.0,56.0,6.0,67.0
3.5,247.0,2007.0,67.0,18.0,8.0,51.0
2.75,220.0,2013.0,70.0,56.0,12.0,40.0
3.0,326.0,2008.0,72.0,56.0,3.0,65.0
3.5,364.0,2015.0,70.0,56.0,12.0,16.0
2.5,34.0,2015.0,76.0,56.0,12.0,41.0
2.75,336.0,2015.0,70.0,56.0,8.0,23.0
3.0,17.0,2014.0,75.0,18.0,11.0,37.0
3.0,385.0,2014.0,75.0,56.0,12.0,46.0
3.75,273.0,2015.0,70.0,56.0,12.0,18.0
3.25,361.0,2016.0,70.0,52.0,11.0,56.0
2.75,237.0,2016.0,76.0,3.0,12.0,3.0
2.75,343.0,2013.0,70.0,7.0,6.0,46.0
2.0,326.0,2006.0,82.0,56.0,12.0,63.0
2.25,295.0,2014.0,73.0,55.0,11.0,37.0
3.0,113.0,2015.0,70.0,56.0,12.0,57.0
3.25,103.0,2009.0,62.0,19.0,6.0,46.0
3.25,302.0,2006.0,75.0,18.0,8.0,23.0
2.0,222.0,2010.0,70.0,29.0,12.0,19.0
3.0,121.0,2011.0,74.0,56.0,12.0,18.0
2.75,206.0,2014.0,68.0,18.0,12.0,61.0
3.0,50.0,2012.0,80.0,29.0,12.0,67.0
3.0,314.0,2013.0,75.0,56.0,8.0,46.0
2.5,163.0,2006.0,70.0,55.0,12.0,63.0
3.25,305.0,2012.0,65.0,6.0,12.0,4.0
2.5,167.0,2006.0,65.0,56.0,11.0,67.0
3.5,217.0,2010.0,65.0,9.0,12.0,9.0
3.25,338.0,2010.0,68.0,56.0,12.0,19.0
3.5,209.0,2017.0,70.0,56.0,12.0,30.0
3.75,106.0,2016.0,73.0,56.0,8.0,19.0
2.5,262.0,2013.0,58.0,10.0,12.0,12.0
3.0,9.0,2016.0,60.0,56.0,12.0,46.0
2.5,390.0,2013.0,75.0,27.0,6.0,46.0
3.25,114.0,2012.0,58.0,56.0,8.0,69.0
3.25,89.0,2011.0,65.0,7.0,12.0,40.0
2.75,9.0,2016.0,60.0,56.0,12.0,19.0
2.75,256.0,2011.0,70.0,38.0,12.0,41.0
3.25,230.0,2012.0,70.0,41.0,12.0,19.0
3.25,68.0,2016.0,65.0,9.0,11.0,9.0
3.5,40.0,2011.0,75.0,18.0,8.0,46.0
3.0,285.0,2009.0,75.0,54.0,6.0,46.0
2.75,37.0,2014.0,70.0,55.0,11.0,34.0
2.75,175.0,2016.0,72.0,36.0,11.0,67.0
3.25,358.0,2012.0,99.0,56.0,12.0,46.0
2.75,390.0,2013.0,75.0,27.0,6.0,46.0
3.5,244.0,2014.0,80.0,23.0,12.0,41.0
2.5,249.0,2013.0,70.0,56.0,8.0,19.0
3.25,303.0,2014.0,72.0,55.0,11.0,37.0
3.0,121.0,2011.0,72.0,56.0,11.0,37.0
3.5,347.0,2017.0,70.0,56.0,12.0,19.0
5.0,14.0,2007.0,70.0,29.0,11.0,67.0
2.75,395.0,2017.0,70.0,56.0,12.0,37.0
3.5,357.0,2015.0,70.0,24.0,8.0,4.0
2.75,27.0,2016.0,70.0,56.0,12.0,16.0
2.75,303.0,2014.0,85.0,55.0,8.0,19.0
3.5,154.0,2011.0,65.0,56.0,12.0,18.0
2.75,3.0,2011.0,60.0,16.0,11.0,21.0
3.0,201.0,2009.0,68.0,56.0,12.0,3.0
1.75,19.0,2010.0,100.0,55.0,12.0,67.0
2.5,243.0,2012.0,80.0,32.0,11.0,37.0
3.25,346.0,2012.0,75.0,56.0,12.0,18.0
1.5,218.0,2011.0,70.0,39.0,12.0,46.0
3.5,303.0,2015.0,70.0,55.0,11.0,25.0
2.75,126.0,2016.0,75.0,55.0,11.0,25.0
3.0,362.0,2007.0,70.0,56.0,12.0,18.0
3.5,121.0,2016.0,78.0,56.0,11.0,68.0
3.0,262.0,2013.0,70.0,10.0,12.0,12.0
2.75,278.0,2014.0,66.0,36.0,12.0,45.0
3.0,171.0,2011.0,70.0,2.0,12.0,53.0
2.75,261.0,2016.0,71.0,56.0,12.0,16.0
3.0,112.0,2012.0,75.0,22.0,11.0,67.0
3.5,101.0,2015.0,76.0,56.0,12.0,19.0
3.5,177.0,2015.0,70.0,28.0,11.0,37.0
3.25,315.0,2016.0,70.0,49.0,12.0,12.0
4.0,40.0,2006.0,75.0,18.0,12.0,67.0
3.75,132.0,2014.0,70.0,7.0,12.0,18.0
3.5,8.0,2017.0,70.0,35.0,8.0,19.0
3.0,40.0,2009.0,75.0,18.0,6.0,40.0
2.5,157.0,2012.0,70.0,56.0,12.0,46.0
2.5,298.0,2016.0,80.0,56.0,12.0,30.0
2.5,21.0,2012.0,70.0,2.0,12.0,4.0
2.5,333.0,2012.0,70.0,56.0,12.0,46.0
3.5,302.0,2008.0,75.0,18.0,12.0,4.0
3.0,377.0,2016.0,72.0,56.0,11.0,37.0
3.5,331.0,2011.0,75.0,39.0,6.0,46.0
3.25,19.0,2010.0,72.0,55.0,12.0,12.0
3.25,357.0,2015.0,70.0,24.0,11.0,37.0
3.25,113.0,2016.0,75.0,56.0,12.0,3.0
2.75,212.0,2012.0,75.0,56.0,12.0,67.0
4.0,239.0,2013.0,74.0,2.0,11.0,45.0
3.5,288.0,2008.0,70.0,14.0,8.0,19.0
2.75,145.0,2010.0,75.0,56.0,12.0,4.0
3.5,288.0,2011.0,70.0,14.0,12.0,19.0
3.0,254.0,2013.0,72.0,56.0,11.0,2.0
3.0,273.0,2015.0,70.0,56.0,6.0,67.0
2.75,358.0,2009.0,60.0,56.0,12.0,63.0
3.0,96.0,2009.0,61.0,56.0,6.0,67.0
3.0,306.0,2016.0,74.0,34.0,11.0,40.0
3.0,103.0,2010.0,70.0,19.0,11.0,67.0
3.5,246.0,2015.0,70.0,0.0,11.0,53.0
3.5,238.0,2012.0,73.0,56.0,3.0,46.0
3.75,1.0,2010.0,50.0,6.0,8.0,4.0
2.75,7.0,2014.0,75.0,18.0,11.0,68.0
3.25,3.0,2011.0,80.0,16.0,11.0,21.0
3.75,14.0,2012.0,70.0,29.0,12.0,46.0
3.0,321.0,2013.0,70.0,56.0,12.0,18.0
3.5,399.0,2012.0,58.0,3.0,12.0,63.0
2.75,362.0,2009.0,75.0,56.0,12.0,40.0
3.0,21.0,2012.0,70.0,2.0,11.0,37.0
3.25,266.0,2014.0,70.0,31.0,6.0,41.0
2.75,190.0,2016.0,70.0,56.0,8.0,46.0
3.0,350.0,2015.0,70.0,56.0,11.0,41.0
3.0,365.0,2015.0,70.0,53.0,12.0,46.0
1.5,320.0,2010.0,100.0,29.0,12.0,63.0
3.75,40.0,2006.0,75.0,18.0,11.0,7.0
3.5,383.0,2014.0,75.0,56.0,12.0,19.0
3.5,379.0,2006.0,64.0,18.0,11.0,37.0
3.75,318.0,2010.0,75.0,56.0,12.0,46.0
2.75,82.0,2015.0,65.0,55.0,6.0,46.0
3.5,320.0,2010.0,64.0,29.0,11.0,37.0
3.0,281.0,2010.0,72.0,56.0,8.0,23.0
3.5,203.0,2008.0,74.0,18.0,3.0,65.0
2.5,146.0,2016.0,76.0,42.0,12.0,67.0
3.0,166.0,2009.0,64.0,29.0,8.0,23.0
3.0,350.0,2015.0,70.0,56.0,8.0,19.0
2.75,121.0,2011.0,80.0,56.0,11.0,37.0
2.0,176.0,2009.0,80.0,14.0,8.0,19.0
3.0,339.0,2015.0,72.0,56.0,11.0,37.0
3.25,0.0,2013.0,70.0,18.0,12.0,45.0
3.0,92.0,2009.0,70.0,7.0,6.0,67.0
2.75,102.0,2016.0,78.0,56.0,11.0,68.0
2.75,231.0,2015.0,75.0,56.0,12.0,9.0
3.5,8.0,2017.0,70.0,35.0,8.0,57.0
3.5,18.0,2016.0,70.0,56.0,12.0,30.0
3.25,148.0,2014.0,70.0,56.0,12.0,18.0
3.75,343.0,2009.0,70.0,7.0,6.0,67.0
3.75,95.0,2011.0,68.0,7.0,8.0,46.0
3.5,132.0,2014.0,70.0,7.0,11.0,37.0
3.5,35.0,2009.0,65.0,56.0,12.0,18.0
3.25,209.0,2017.0,70.0,56.0,12.0,2.0
3.25,69.0,2013.0,72.0,56.0,11.0,41.0
2.75,229.0,2012.0,72.0,56.0,12.0,29.0
3.25,314.0,2012.0,75.0,56.0,10.0,19.0
2.75,203.0,2013.0,74.0,18.0,12.0,0.0
3.5,19.0,2010.0,72.0,55.0,12.0,32.0
4.0,40.0,2011.0,75.0,18.0,12.0,28.0
3.75,230.0,2016.0,70.0,41.0,12.0,41.0
3.25,393.0,2012.0,70.0,56.0,11.0,37.0
3.75,155.0,2013.0,70.0,56.0,12.0,46.0
3.0,221.0,2008.0,70.0,29.0,8.0,19.0
3.25,292.0,2016.0,70.0,56.0,12.0,57.0
3.25,299.0,2014.0,73.0,56.0,11.0,37.0
3.25,133.0,2016.0,70.0,7.0,12.0,9.0
3.0,290.0,2016.0,76.0,50.0,12.0,21.0
3.0,334.0,2011.0,67.0,29.0,6.0,2.0
3.25,342.0,2013.0,70.0,56.0,12.0,46.0
3.0,328.0,2014.0,75.0,56.0,11.0,19.0
3.5,248.0,2015.0,80.0,56.0,11.0,2.0
3.0,69.0,2013.0,70.0,56.0,11.0,3.0
2.0,385.0,2007.0,90.0,56.0,8.0,19.0
4.0,297.0,2006.0,72.0,4.0,6.0,67.0
2.25,50.0,2011.0,78.0,29.0,8.0,51.0
3.0,19.0,2009.0,75.0,55.0,6.0,46.0
3.5,225.0,2010.0,55.0,56.0,12.0,29.0
3.5,245.0,2014.0,72.0,53.0,11.0,37.0
3.5,248.0,2015.0,70.0,56.0,11.0,60.0
2.0,385.0,2007.0,100.0,56.0,8.0,19.0
4.0,379.0,2006.0,70.0,18.0,6.0,53.0
3.75,379.0,2009.0,64.0,18.0,12.0,18.0
3.5,292.0,2015.0,70.0,56.0,12.0,27.0
2.75,325.0,2011.0,70.0,18.0,8.0,51.0
3.0,70.0,2014.0,70.0,56.0,12.0,3.0
2.75,136.0,2008.0,71.0,5.0,12.0,3.0
3.5,23.0,2012.0,70.0,56.0,12.0,40.0
2.75,64.0,2016.0,73.0,56.0,12.0,57.0
3.75,289.0,2015.0,72.0,7.0,11.0,68.0
3.5,152.0,2012.0,60.0,57.0,12.0,67.0
2.0,267.0,2006.0,73.0,4.0,8.0,69.0
2.0,221.0,2008.0,75.0,29.0,12.0,57.0
3.0,162.0,2011.0,72.0,58.0,11.0,68.0
2.5,387.0,2016.0,70.0,56.0,12.0,67.0
3.75,318.0,2012.0,75.0,56.0,10.0,19.0
2.75,225.0,2009.0,55.0,56.0,3.0,29.0
3.25,103.0,2013.0,65.0,19.0,8.0,19.0
3.25,107.0,2016.0,70.0,56.0,12.0,19.0
3.0,296.0,2015.0,82.0,56.0,12.0,18.0
3.0,343.0,2009.0,70.0,7.0,11.0,18.0
4.0,181.0,2011.0,70.0,54.0,11.0,67.0
3.5,0.0,2015.0,70.0,18.0,12.0,59.0
3.5,127.0,2014.0,70.0,55.0,6.0,41.0
2.75,52.0,2010.0,75.0,56.0,12.0,18.0
4.0,277.0,2015.0,75.0,46.0,6.0,46.0
3.0,155.0,2009.0,70.0,56.0,11.0,34.0
3.25,254.0,2013.0,73.0,56.0,11.0,2.0
2.75,70.0,2014.0,70.0,56.0,12.0,46.0
3.0,116.0,2016.0,70.0,48.0,12.0,37.0
2.75,324.0,2009.0,75.0,9.0,8.0,9.0
3.25,248.0,2013.0,80.0,56.0,11.0,2.0
3.5,156.0,2011.0,70.0,12.0,6.0,41.0
3.5,209.0,2014.0,70.0,56.0,8.0,46.0
2.5,103.0,2010.0,72.0,19.0,10.0,19.0
3.25,172.0,2016.0,85.0,56.0,12.0,4.0
2.75,93.0,2013.0,42.0,33.0,12.0,39.0
3.0,318.0,2008.0,70.0,56.0,11.0,60.0
3.75,276.0,2015.0,70.0,8.0,6.0,46.0
2.75,295.0,2014.0,64.0,55.0,11.0,37.0
3.5,223.0,2007.0,73.0,32.0,11.0,37.0
3.25,240.0,2014.0,70.0,56.0,12.0,18.0
3.5,40.0,2013.0,75.0,18.0,12.0,4.0
3.5,174.0,2016.0,72.0,56.0,12.0,29.0
3.5,153.0,2014.0,60.0,4.0,8.0,23.0
3.0,199.0,2014.0,72.5,56.0,12.0,18.0
3.5,105.0,2012.0,75.0,2.0,8.0,45.0
2.75,19.0,2013.0,72.0,55.0,11.0,9.0
3.0,92.0,2009.0,80.0,7.0,12.0,4.0
1.5,103.0,2012.0,100.0,19.0,12.0,19.0
4.0,189.0,2014.0,70.0,56.0,12.0,46.0
3.5,363.0,2012.0,70.0,56.0,8.0,4.0
3.5,154.0,2015.0,73.0,56.0,12.0,27.0
2.75,254.0,2010.0,67.0,56.0,11.0,2.0
2.5,50.0,2011.0,70.0,29.0,11.0,60.0
3.5,125.0,2011.0,70.0,29.0,6.0,67.0
3.25,258.0,2014.0,70.0,2.0,12.0,45.0
2.5,143.0,2011.0,55.0,56.0,12.0,46.0
3.0,97.0,2008.0,80.0,45.0,8.0,51.0
2.75,177.0,2016.0,70.0,28.0,12.0,46.0
3.25,363.0,2012.0,70.0,56.0,12.0,19.0
3.25,185.0,2014.0,72.0,56.0,11.0,2.0
2.75,220.0,2011.0,70.0,56.0,12.0,12.0
3.25,221.0,2008.0,70.0,29.0,6.0,13.0
2.75,87.0,2012.0,68.0,46.0,6.0,46.0
3.5,231.0,2015.0,70.0,56.0,6.0,18.0
3.25,78.0,2014.0,82.0,19.0,11.0,2.0
3.75,392.0,2016.0,75.0,56.0,12.0,23.0
3.25,69.0,2013.0,70.0,56.0,12.0,67.0
3.0,15.0,2014.0,75.0,56.0,12.0,18.0
2.75,179.0,2010.0,70.0,55.0,12.0,19.0
3.25,87.0,2012.0,72.0,46.0,6.0,37.0
3.5,379.0,2013.0,64.0,18.0,12.0,18.0
3.5,111.0,2014.0,70.0,56.0,11.0,2.0
3.75,238.0,2014.0,75.0,56.0,3.0,46.0
2.5,179.0,2013.0,100.0,55.0,8.0,19.0
3.0,10.0,2010.0,70.0,56.0,11.0,67.0
3.75,121.0,2017.0,70.0,56.0,12.0,27.0
3.75,238.0,2011.0,74.0,56.0,12.0,18.0
2.25,185.0,2014.0,72.0,56.0,12.0,46.0
3.5,257.0,2016.0,72.0,7.0,12.0,18.0
2.75,401.0,2015.0,70.0,56.0,12.0,57.0
4.0,181.0,2011.0,74.0,54.0,6.0,67.0
2.5,148.0,2014.0,85.0,56.0,12.0,18.0
2.0,247.0,2006.0,85.0,18.0,12.0,63.0
3.25,130.0,2015.0,70.0,56.0,12.0,16.0
2.75,161.0,2016.0,77.0,56.0,12.0,40.0
3.0,155.0,2014.0,70.0,56.0,8.0,46.0
3.25,40.0,2011.0,75.0,18.0,11.0,34.0
3.0,184.0,2014.0,77.0,56.0,12.0,30.0
3.5,172.0,2015.0,77.0,56.0,12.0,4.0
3.75,357.0,2012.0,70.0,24.0,12.0,46.0
3.0,284.0,2014.0,70.0,25.0,12.0,45.0
3.0,363.0,2012.0,70.0,56.0,12.0,45.0
3.0,203.0,2009.0,60.0,18.0,12.0,63.0
3.5,274.0,2016.0,70.0,6.0,11.0,4.0
2.75,71.0,2009.0,72.0,18.0,12.0,19.0
2.5,199.0,2014.0,72.5,56.0,8.0,62.0
2.75,142.0,2009.0,74.0,56.0,12.0,11.0
3.25,360.0,2015.0,60.0,30.0,11.0,68.0
2.75,32.0,2012.0,55.0,18.0,12.0,63.0
2.75,79.0,2015.0,70.0,49.0,11.0,68.0
3.5,326.0,2010.0,68.0,56.0,11.0,25.0
4.0,343.0,2011.0,70.0,7.0,12.0,65.0
3.75,127.0,2010.0,70.0,55.0,12.0,46.0
3.0,17.0,2014.0,75.0,18.0,12.0,67.0
3.75,2.0,2015.0,70.0,56.0,6.0,46.0
3.75,20.0,2011.0,70.0,56.0,11.0,30.0
3.0,242.0,2014.0,70.0,56.0,11.0,2.0
3.0,235.0,2010.0,65.0,56.0,12.0,12.0
3.0,35.0,2010.0,78.0,56.0,6.0,67.0
2.5,90.0,2007.0,71.0,50.0,8.0,19.0
2.75,390.0,2013.0,89.0,27.0,6.0,46.0
3.5,278.0,2014.0,74.0,36.0,12.0,45.0
3.0,118.0,2007.0,64.0,56.0,12.0,45.0
2.5,358.0,2008.0,70.0,56.0,12.0,46.0
3.75,343.0,2016.0,75.0,7.0,12.0,65.0
3.75,368.0,2016.0,72.0,19.0,11.0,2.0
2.75,100.0,2008.0,88.0,1.0,8.0,19.0
3.5,18.0,2016.0,70.0,56.0,11.0,60.0
3.5,247.0,2007.0,66.0,18.0,11.0,67.0
3.0,198.0,2014.0,72.0,56.0,11.0,2.0
2.75,28.0,2010.0,64.0,4.0,12.0,12.0
3.5,90.0,2008.0,71.0,50.0,6.0,67.0
3.5,366.0,2007.0,65.0,56.0,11.0,37.0
2.75,380.0,2012.0,65.0,56.0,8.0,23.0
3.5,125.0,2008.0,78.0,29.0,3.0,63.0
3.25,18.0,2016.0,73.0,56.0,12.0,68.0
3.25,318.0,2015.0,75.0,56.0,12.0,3.0
3.5,203.0,2012.0,66.0,18.0,12.0,18.0
3.75,40.0,2011.0,75.0,18.0,12.0,4.0
3.5,167.0,2006.0,61.0,56.0,3.0,63.0
3.75,364.0,2014.0,67.0,56.0,11.0,37.0
3.0,58.0,2015.0,70.0,30.0,11.0,37.0
2.75,397.0,2016.0,85.0,3.0,11.0,60.0
2.5,359.0,2013.0,70.0,56.0,12.0,40.0
3.5,29.0,2016.0,70.0,56.0,12.0,16.0
3.0,326.0,2007.0,75.0,56.0,3.0,7.0
3.0,118.0,2007.0,64.0,56.0,12.0,12.0
2.25,202.0,2016.0,70.0,30.0,11.0,46.0
3.0,385.0,2007.0,65.0,56.0,8.0,19.0
3.75,212.0,2012.0,68.0,56.0,12.0,46.0
2.5,52.0,2010.0,75.0,56.0,12.0,18.0
2.75,404.0,2015.0,75.0,56.0,12.0,16.0
2.75,142.0,2012.0,70.0,56.0,11.0,67.0
3.0,399.0,2012.0,75.0,3.0,8.0,19.0
3.5,212.0,2012.0,65.0,56.0,6.0,46.0
2.75,347.0,2014.0,72.0,2.0,11.0,64.0
3.5,50.0,2014.0,70.0,29.0,3.0,63.0
2.75,397.0,2016.0,70.0,3.0,10.0,19.0
3.25,401.0,2015.0,73.0,56.0,12.0,19.0
3.0,167.0,2009.0,91.0,56.0,12.0,63.0
3.5,231.0,2015.0,62.0,56.0,8.0,46.0
3.5,43.0,2013.0,75.0,56.0,8.0,23.0
3.75,18.0,2015.0,70.0,56.0,11.0,2.0
3.25,206.0,2015.0,75.0,18.0,12.0,46.0
4.0,181.0,2011.0,72.0,54.0,12.0,67.0
3.5,43.0,2013.0,85.0,56.0,11.0,67.0
3.5,301.0,2011.0,70.0,56.0,9.0,12.0
3.75,43.0,2016.0,70.0,56.0,12.0,41.0
3.0,179.0,2013.0,90.0,55.0,8.0,19.0
3.0,326.0,2006.0,62.0,56.0,3.0,63.0
3.0,266.0,2014.0,70.0,31.0,12.0,67.0
2.75,92.0,2009.0,70.0,7.0,6.0,40.0
3.0,157.0,2011.0,70.0,56.0,12.0,12.0
3.75,190.0,2016.0,70.0,56.0,12.0,19.0
3.75,10.0,2010.0,70.0,56.0,12.0,18.0
3.0,386.0,2015.0,77.0,56.0,6.0,67.0
3.25,302.0,2015.0,75.0,18.0,12.0,46.0
3.5,189.0,2014.0,70.0,56.0,11.0,2.0
3.5,280.0,2011.0,70.0,19.0,6.0,3.0
3.0,286.0,2009.0,60.0,56.0,6.0,29.0
3.25,105.0,2012.0,65.0,2.0,11.0,4.0
