y,Company,ReviewDate,CocoaPercent,CompanyLocation,BeanType,BeanOrigin
3.5,220.0,2012.0,70.0,56.0,12.0,29.0
2.5,118.0,2007.0,66.0,56.0,11.0,37.0
3.0,119.0,2009.0,64.0,18.0,12.0,45.0
4.0,40.0,2014.0,75.0,18.0,12.0,4.0
2.75,36.0,2008.0,70.0,56.0,12.0,18.0
3.0,363.0,2012.0,70.0,56.0,3.0,19.0
4.0,201.0,2012.0,70.0,56.0,12.0,4.0
3.0,213.0,2007.0,85.0,54.0,12.0,63.0
3.75,81.0,2011.0,70.0,56.0,11.0,37.0
3.0,193.0,2008.0,70.0,14.0,12.0,19.0
3.25,342.0,2013.0,70.0,56.0,12.0,3.0
3.0,124.0,2008.0,88.0,4.0,8.0,69.0
2.75,137.0,2009.0,60.5,57.0,11.0,67.0
3.75,0.0,2013.0,70.0,18.0,12.0,19.0
3.0,69.0,2013.0,72.0,56.0,12.0,67.0
3.25,59.0,2015.0,75.0,57.0,11.0,67.0
3.0,35.0,2008.0,70.0,56.0,8.0,23.0
3.75,127.0,2014.0,76.0,55.0,6.0,41.0
3.5,234.0,2012.0,70.0,58.0,11.0,68.0
3.5,318.0,2013.0,70.0,56.0,12.0,18.0
3.0,247.0,2006.0,70.0,18.0,8.0,51.0
2.5,92.0,2009.0,80.0,7.0,6.0,67.0
2.0,324.0,2006.0,53.0,9.0,8.0,9.0
3.5,127.0,2011.0,65.0,55.0,12.0,18.0
2.75,402.0,2012.0,72.0,46.0,6.0,46.0
3.25,84.0,2016.0,70.0,56.0,12.0,19.0
3.25,77.0,2015.0,70.0,55.0,12.0,19.0
3.0,241.0,2016.0,72.0,56.0,12.0,16.0
2.5,319.0,2012.0,84.0,24.0,12.0,67.0
3.5,200.0,2016.0,80.0,56.0,11.0,41.0
2.75,299.0,2015.0,80.0,56.0,6.0,41.0
3.75,248.0,2015.0,75.0,56.0,12.0,67.0
3.0,268.0,2015.0,72.0,56.0,6.0,46.0
3.25,44.0,2015.0,80.0,56.0,12.0,18.0
2.75,198.0,2014.0,72.0,56.0,12.0,67.0
3.25,299.0,2014.0,73.0,56.0,12.0,19.0
3.0,215.0,2013.0,72.0,56.0,12.0,29.0
3.25,341.0,2016.0,70.0,36.0,12.0,52.0
2.75,278.0,2016.0,100.0,36.0,12.0,50.0
3.5,323.0,2008.0,70.0,1.0,8.0,4.0
3.25,125.0,2006.0,70.0,29.0,11.0,46.0
3.5,219.0,2008.0,67.0,32.0,11.0,37.0
2.5,227.0,2015.0,74.0,56.0,12.0,19.0
2.5,319.0,2012.0,72.0,24.0,11.0,37.0
3.5,125.0,2012.0,70.0,29.0,12.0,57.0
3.25,377.0,2016.0,72.0,56.0,12.0,57.0
2.75,114.0,2013.0,70.0,56.0,12.0,18.0
2.5,7.0,2013.0,75.0,18.0,12.0,46.0
4.0,57.0,2009.0,70.0,50.0,6.0,40.0
3.25,191.0,2013.0,55.0,13.0,12.0,18.0
3.5,69.0,2013.0,73.0,56.0,11.0,18.0
3.0,270.0,2014.0,75.0,56.0,8.0,23.0
3.5,147.0,2006.0,72.0,54.0,8.0,19.0
3.0,167.0,2006.0,65.0,56.0,11.0,9.0
3.0,180.0,2014.0,70.0,7.0,6.0,3.0
3.0,238.0,2011.0,75.0,56.0,12.0,46.0
2.75,183.0,2012.0,70.0,56.0,12.0,18.0
3.25,19.0,2013.0,72.0,55.0,11.0,60.0
3.0,302.0,2006.0,75.0,18.0,8.0,4.0
3.5,125.0,2007.0,70.0,29.0,11.0,37.0
3.5,373.0,2011.0,72.0,32.0,12.0,37.0
3.5,320.0,2010.0,72.0,29.0,12.0,63.0
3.5,310.0,2015.0,73.0,56.0,6.0,46.0
2.0,247.0,2006.0,99.0,18.0,12.0,63.0
